Brand;Retailer ID;Invoice Date;Region;State;City;Units Sold;Operating Profit;Operating Margin;Sales Method;Product Name;Product ID
NIKE;1197831;15/09/2021;South;Alabama;Birmingham;140;$3.315 ;64%;Outlet;Nike ZoomX Vista Grind;CQ9500-100
NIKE;1197831;16/09/2021;South;Alabama;Birmingham;140;$2.940 ;50%;Outlet;Nike Air Force 1 Sage Low;CJ1642-002
NIKE;1197831;17/09/2021;South;Alabama;Birmingham;203;$5.621 ;71%;Outlet;Nike Air Force 1 '07 LV8;CD0888-002
NIKE;1197831;18/09/2021;South;Alabama;Birmingham;206;$4.305 ;55%;Outlet;Nike Air Max 720;CI3868-001
NIKE;1197831;19/09/2021;South;Alabama;Birmingham;173;$3.425 ;55%;Outlet;Nike Air Max Dia;CJ0636-100
NIKE;1197831;20/09/2021;South;Alabama;Birmingham;213;$5.606 ;56%;Outlet;Air Jordan 1 Mid SE;852542-087
NIKE;1197831;21/09/2021;South;Alabama;Birmingham;105;$3.049 ;66%;Outlet;Nike Daybreak;CK2351-601
NIKE;1197831;22/09/2021;South;Alabama;Birmingham;116;$1.949 ;48%;Outlet;Nike SB Shane;BV0657-400
NIKE;1197831;23/09/2021;South;Alabama;Birmingham;190;$3.557 ;72%;Outlet;Nike Mercurial Vapor 13 Club Neymar Jr. TF;AT8000-104
NIKE;1197831;24/09/2021;South;Alabama;Birmingham;184;$1.914 ;52%;Outlet;Air Jordan 1 Mid;554724-066
NIKE;1197831;25/09/2021;South;Alabama;Birmingham;173;$2.188 ;55%;Outlet;Nike Air Max 270 React;CJ0619-100
NIKE;1197831;26/09/2021;South;Alabama;Birmingham;166;$2.151 ;54%;Outlet;Nike Air Max 98;CJ0592-001
NIKE;1197831;27/09/2021;South;Alabama;Birmingham;98;$1.707 ;67%;Outlet;Nike Joyride Dual Run Premium;CT3867-001
NIKE;1197831;28/09/2021;South;Alabama;Birmingham;105;$1.132 ;49%;Outlet;Nike Free RN Flyknit 3.0 2020;CJ0267-001
NIKE;1197831;29/09/2021;South;Alabama;Birmingham;147;$2.752 ;72%;Outlet;Nike Mercurial Vapor 13 Club Neymar Jr IC;AT7998-104
NIKE;1197831;30/09/2021;South;Alabama;Birmingham;188;$1.500 ;57%;Outlet;Nike Mercurial Vapor 13 Elite Neymar Jr. FG;AT7898-104
NIKE;1197831;01/10/2021;South;Alabama;Birmingham;200;$1.456 ;52%;Outlet;PG 4 EP;CD5086-500
NIKE;1197831;02/10/2021;South;Alabama;Birmingham;196;$3.557 ;55%;Outlet;Air Max 97 LX;CJ0625-700
NIKE;1197831;03/10/2021;South;Alabama;Birmingham;135;$3.256 ;67%;Outlet;Nike Air Max 90;CT4352-104
NIKE;1197831;04/10/2021;South;Alabama;Birmingham;149;$2.646 ;48%;Outlet;Jordan 'Why Not?' Zer0.3 PF;CD3002-103
NIKE;1197831;05/10/2021;South;Alabama;Birmingham;188;$5.837 ;69%;Outlet;Nike Air Zoom SuperRep;CD3460-010
NIKE;1197831;06/10/2021;South;Alabama;Birmingham;240;$6.182 ;56%;Outlet;Nike Metcon 5 AMP;CD3395-006
NIKE;1197831;07/10/2021;South;Alabama;Birmingham;248;$5.258 ;53%;Outlet;Nike Air Max Tailwind 99;CQ6569-001
NIKE;1197831;08/10/2021;South;Alabama;Birmingham;217;$5.507 ;54%;Outlet;Nike Mercurial Vapor 13 Club IC;AT7997-606
NIKE;1197831;09/10/2021;South;Alabama;Birmingham;193;$6.323 ;63%;Outlet;Nike Air Max 97;CI3708-700
NIKE;1197831;10/10/2021;South;Alabama;Birmingham;155;$2.914 ;47%;Outlet;Nike Air Max Triax;CT1104-700
NIKE;1197831;11/10/2021;South;Alabama;Birmingham;225;$9.072 ;72%;Outlet;LeBron 17 Low;CD5007-102
NIKE;1185732;12/10/2021;South;Alabama;Birmingham;140;$1.474 ;39%;Outlet;Nike Mercurial Vapor 13 Academy Neymar Jr. TF;AT7995-104
NIKE;1185732;13/10/2021;South;Alabama;Birmingham;88;$1.082 ;41%;Outlet;Nike Air Max 2090;BV9977-101
NIKE;1185732;14/10/2021;South;Alabama;Birmingham;83;$802 ;42%;Outlet;Nike Renew Fusion;CD0200-003
NIKE;1185732;15/10/2021;South;Alabama;Birmingham;30;$248 ;33%;Outlet;LeBron 17;BQ3177-100
NIKE;1128299;17/02/2021;Southeast;Florida;Orlando;94;$1.252 ;37%;Outlet;Nike Air Max 720 OBJ Slip;DA4155-400
NIKE;1128299;17/02/2021;Southeast;Florida;Orlando;62;$655 ;24%;Outlet;Nike SuperRep Go;CJ0773-010
NIKE;1128299;17/02/2021;Southeast;Florida;Orlando;124;$2.087 ;51%;Outlet;Nike Air Max 90 Premium;CQ0912-100
NIKE;1128299;16/03/2021;Southeast;Florida;Orlando;171;$2.035 ;34%;Outlet;Nike Mercurial Superfly 7 Elite SE FG;CT1099-093
NIKE;1128299;16/03/2021;Southeast;Florida;Orlando;124;$1.691 ;31%;Outlet;Nike Epic Phantom React A.I.R. Cody Hudson;CI1718-001
NIKE;1128299;16/03/2021;Southeast;Florida;Orlando;149;$2.241 ;32%;Outlet;Nike Air Max 90;CD0490-101
NIKE;1128299;16/03/2021;Southeast;Florida;Orlando;114;$1.676 ;35%;Outlet;Nike Mercurial Superfly 7 Club TF;AT7980-606
NIKE;1128299;16/03/2021;Southeast;Florida;Orlando;60;$686 ;26%;Outlet;Nike Zoom Gravity;BQ3202-011
NIKE;1128299;16/03/2021;Southeast;Florida;Orlando;131;$2.955 ;47%;Outlet;Nike Air Max 270 React ENG;CD0113-400
NIKE;1128299;17/04/2021;Southeast;Florida;Orlando;171;$2.893 ;36%;Outlet;Nike Air Force 1 Type;CQ2344-100
NIKE;1128299;17/04/2021;Southeast;Florida;Orlando;105;$1.446 ;27%;Outlet;Nike Air Max 270 React;AO4971-700
NIKE;1128299;17/04/2021;Southeast;Florida;Orlando;132;$2.199 ;34%;Outlet;Nike React Presto;AV2605-101
NIKE;1128299;17/04/2021;Southeast;Florida;Orlando;90;$1.292 ;35%;Outlet;Nike Legend React;AA1625-009
NIKE;1128299;17/04/2021;Southeast;Florida;Orlando;60;$620 ;22%;Outlet;Air Jordan 1 Low SE;CK3022-005
NIKE;1128299;17/04/2021;Southeast;Florida;Orlando;113;$3.221 ;50%;Outlet;NikeCourt Air Max Wildcard;AO7351-104
NIKE;1128299;18/05/2021;Southeast;Florida;Orlando;201;$2.919 ;33%;Outlet;Nike Blazer Low;AJ9515-001
NIKE;1128299;18/05/2021;Southeast;Florida;Orlando;132;$1.700 ;28%;Outlet;Zoom LeBron 3 QS;AO2434-101
NIKE;1128299;18/05/2021;Southeast;Florida;Orlando;132;$2.186 ;36%;Outlet;Nike Free Metcon 3;CJ0861-010
NIKE;1128299;18/05/2021;Southeast;Florida;Orlando;107;$1.419 ;34%;Outlet;KD Trey 5 VII EP;AT1198-401
NIKE;1128299;18/05/2021;Southeast;Florida;Orlando;68;$714 ;25%;Outlet;Nike Mercurial Vapor 13 Academy TF;AT7996-606
NIKE;1128299;18/05/2021;Southeast;Florida;Orlando;173;$3.903 ;47%;Outlet;Jordan React Havoc SE;CK2772-101
NIKE;1128299;17/06/2021;Southeast;Florida;Orlando;272;$4.352 ;32%;Outlet;Nike SB Air Max Stefan Janoski 2;AQ7477-009
NIKE;1128299;17/06/2021;Southeast;Florida;Orlando;224;$3.443 ;29%;Outlet;Nike Free RN Flyknit 3.0;AQ5707-001
NIKE;1128299;17/06/2021;Southeast;Florida;Orlando;238;$4.712 ;33%;Outlet;Nike ISPA Joyride Envelope;BV4584-001
NIKE;1128299;17/06/2021;Southeast;Florida;Orlando;196;$4.786 ;37%;Outlet;Nike Mercurial Superfly 7 Elite SE FG;CD6721-808
NIKE;1128299;17/06/2021;Southeast;Florida;Orlando;153;$2.390 ;22%;Outlet;Nike Phantom Venom Academy FG;AO0566-606
NIKE;1128299;17/06/2021;Southeast;Florida;Orlando;248;$8.625 ;47%;Outlet;Nike Air Ghost Racer;AT5410-003
NIKE;1128299;16/07/2021;Southeast;Florida;Orlando;297;$7.473 ;37%;Outlet;Nike ACG Air Terra Antarktik;BV6348-300
NIKE;1128299;16/07/2021;Southeast;Florida;Orlando;263;$5.449 ;28%;Outlet;Nike Air Max 2 Light;CI3703-401
NIKE;1128299;16/07/2021;Southeast;Florida;Orlando;238;$5.826 ;34%;Outlet;Nike Mercurial Superfly 7 Academy MG;AT7946-414
NIKE;1128299;16/07/2021;Southeast;Florida;Orlando;186;$3.621 ;33%;Outlet;Nike AlphaDunk;BQ5401-001
NIKE;1128299;16/07/2021;Southeast;Florida;Orlando;208;$3.112 ;22%;Outlet;Nike Daybreak SP;BV7725-500
NIKE;1128299;16/07/2021;Southeast;Florida;Orlando;195;$6.874 ;47%;Outlet;Nike x MMW Joyride CC3 Setter;CU7623-002
NIKE;1128299;17/08/2021;Southeast;Florida;Orlando;255;$6.242 ;36%;Outlet;Nike Air Max 95 SP;CK5669-400
NIKE;1128299;17/08/2021;Southeast;Florida;Orlando;272;$4.406 ;27%;Outlet;Nike SB Blazer Low GT;704939-103
NIKE;1128299;17/08/2021;Southeast;Florida;Orlando;231;$4.726 ;33%;Outlet;LeBron 17 Monstars;CD5050-400
NIKE;1128299;17/08/2021;Southeast;Florida;Orlando;147;$3.105 ;33%;Outlet;Kyrie 5 x Bandulu;CK5836-100
NIKE;1128299;17/08/2021;Southeast;Florida;Orlando;166;$2.510 ;24%;Outlet;Nike Air Max Impact;CI1396-600
NIKE;1128299;17/08/2021;Southeast;Florida;Orlando;96;$2.822 ;49%;Outlet;Nike Air Max 90 QS;CD0916-001
NIKE;1128299;18/09/2021;Southeast;Florida;Orlando;155;$2.523 ;37%;Outlet;Nike React Element 55 SE;BV1507-001
NIKE;1128299;18/09/2021;Southeast;Florida;Orlando;150;$2.093 ;31%;Outlet;Jordan Proto-Max 720;BQ6623-070
NIKE;1128299;18/09/2021;Southeast;Florida;Orlando;96;$1.236 ;33%;Outlet;Nike Phantom Vision 2 Academy Dynamic Fit MG;CD4156-606
NIKE;1128299;18/09/2021;Southeast;Florida;Orlando;78;$1.270 ;37%;Outlet;Nike React Element 55 SE;CI3831-200
NIKE;1128299;18/09/2021;Southeast;Florida;Orlando;94;$1.167 ;23%;Outlet;Nike Air Max2 Light;AO1741-003
NIKE;1128299;18/09/2021;Southeast;Florida;Orlando;99;$2.037 ;49%;Outlet;Nike Air Max 270;AH8050-100
NIKE;1128299;17/10/2021;Southeast;Florida;Orlando;140;$2.020 ;37%;Outlet;Nike Phantom Vision 2 Club Dynamic Fit MG;CD4159-606
NIKE;1128299;17/10/2021;Southeast;Florida;Orlando;190;$2.369 ;29%;Outlet;Nike Air Force 1 '07 LV8;CK4363-100
NIKE;1128299;17/10/2021;Southeast;Florida;Orlando;128;$1.871 ;34%;Outlet;Nike Air Max 90;CN8490-100
NIKE;1128299;17/10/2021;Southeast;Florida;Orlando;120;$1.680 ;35%;Outlet;Nike Free RN 5.0 2020;CI9921-001
NIKE;1128299;17/10/2021;Southeast;Florida;Orlando;116;$1.199 ;22%;Outlet;Nike Phantom Vision Academy Dynamic Fit TF;AO3269-717
NIKE;1128299;17/10/2021;Southeast;Florida;Orlando;140;$3.858 ;52%;Outlet;Nike ACG MOC 3.0;CI9367-301
NIKE;1128299;17/11/2021;Southeast;Florida;Orlando;188;$2.621 ;34%;Outlet;Nike Mercurial Vapor 13 Academy Neymar Jr. MG;AT7960-104
NIKE;1128299;17/11/2021;Southeast;Florida;Orlando;231;$3.400 ;32%;Outlet;Nike Air DSVM;AT8179-100
NIKE;1128299;17/11/2021;Southeast;Florida;Orlando;173;$2.816 ;37%;Outlet;Nike x Carhartt WIP Air Max 95;AV3866-001
NIKE;1128299;17/11/2021;Southeast;Florida;Orlando;170;$2.717 ;34%;Outlet;Nike Odyssey React Flyknit 2;AH1015-010
NIKE;1128299;17/11/2021;Southeast;Florida;Orlando;147;$2.302 ;27%;Outlet;Nike Tiempo Legend 8 Elite FG;AT5293-004
NIKE;1128299;17/11/2021;Southeast;Florida;Orlando;198;$6.534 ;50%;Outlet;Nike Mercurial Superfly 7 Club MG;AT7949-606
NIKE;1128299;16/12/2021;Southeast;Florida;Orlando;280;$5.846 ;36%;Outlet;Nike Joyride CC3 Setter;AT6395-002
NIKE;1128299;16/12/2021;Southeast;Florida;Orlando;256;$4.365 ;31%;Outlet;Nike Renew Run;CK6357-005
NIKE;1128299;16/12/2021;Southeast;Florida;Orlando;204;$4.308 ;33%;Outlet;Nike React Ianga;AV5555-001
NIKE;1128299;16/12/2021;Southeast;Florida;Orlando;204;$4.023 ;34%;Outlet;Air Jordan 10 Retro;310805-137
NIKE;1128299;16/12/2021;Southeast;Florida;Orlando;179;$2.979 ;26%;Outlet;Air Jordan 12 Retro;130690-017
NIKE;1128299;16/12/2021;Southeast;Florida;Orlando;200;$6.144 ;48%;Outlet;Nike Air Max 270 React;CT1264-101
NIKE;1185732;12/01/2021;Southeast;Florida;Orlando;272;$4.162 ;51%;Outlet;Nike Air Max 200 SP;CK5668-600
NIKE;1185732;12/01/2021;Southeast;Florida;Orlando;221;$3.182 ;40%;Outlet;Nike Mercurial Superfly 7 Academy MDS MG;BQ5427-401
NIKE;1185732;12/01/2021;Southeast;Florida;Orlando;202;$1.523 ;29%;Outlet;Nike Air Zoom Winflo 6;AQ7497-300
NIKE;1185732;12/01/2021;Southeast;Florida;Orlando;170;$1.887 ;37%;Outlet;Nike Air Max 97;CT4526-100
NIKE;1185732;12/01/2021;Southeast;Florida;Orlando;193;$2.849 ;41%;Outlet;Nike Mercurial Vapor XII Club MG;AH7378-801
NIKE;1185732;12/01/2021;Southeast;Florida;Orlando;221;$4.254 ;55%;Outlet;Nike Zoom Fly 3 Premium;CJ0404-001
NIKE;1185732;10/02/2021;Southeast;Florida;Orlando;288;$4.873 ;47%;Outlet;Nike MX-720-818;CI3871-300
NIKE;1185732;10/02/2021;Southeast;Florida;Orlando;165;$2.097 ;41%;Outlet;Nike React Element 55;BQ2728-012
NIKE;1185732;10/02/2021;Southeast;Florida;Orlando;204;$1.501 ;32%;Outlet;Nike SB Charge Slip Premium;CT3110-400
NIKE;1128299;24/02/2021;Southeast;Virginia;Richmond;64;$735 ;41%;Outlet;Nike Free RN 5.0 2020;CJ0270-601
NIKE;1128299;24/02/2021;Southeast;Virginia;Richmond;39;$509 ;45%;Outlet;Nike ZoomX Vista Grind;CT8919-700
NIKE;1128299;24/02/2021;Southeast;Virginia;Richmond;107;$1.156 ;36%;Outlet;Nike Air Force 1 React;CT1020-001
NIKE;1128299;23/03/2021;Southeast;Virginia;Richmond;162;$1.847 ;38%;Outlet;PG 4 EP;CD5082-001
NIKE;1128299;23/03/2021;Southeast;Virginia;Richmond;98;$1.406 ;41%;Outlet;Nike Air Zoom Pegasus 36;BV5739-500
NIKE;1128299;23/03/2021;Southeast;Virginia;Richmond;112;$1.975 ;41%;Outlet;Nike Air Max 2090;CW4286-100
NIKE;1128299;23/03/2021;Southeast;Virginia;Richmond;78;$1.156 ;39%;Outlet;Nike Air Force 1 '07 LV8;CD0887-201
NIKE;1128299;23/03/2021;Southeast;Virginia;Richmond;33;$596 ;42%;Outlet;Kyrie 6 AS EP;CD5028-900
NIKE;1128299;23/03/2021;Southeast;Virginia;Richmond;102;$1.285 ;36%;Outlet;Nike Air VaporMax Flyknit 3;AJ6900-102
NIKE;1128299;24/04/2021;Southeast;Virginia;Richmond;147;$2.067 ;37%;Outlet;Nike Air Max Verona;CI9842-500
NIKE;1128299;24/04/2021;Southeast;Virginia;Richmond;85;$1.533 ;41%;Outlet;Nike Air Force 1 Shadow;CI0919-100
NIKE;1128299;24/04/2021;Southeast;Virginia;Richmond;114;$1.729 ;37%;Outlet;Nike Air Max Verona;CK7200-800
NIKE;1128299;24/04/2021;Southeast;Virginia;Richmond;68;$914 ;42%;Outlet;Nike Air Tailwind 79;487754-303
NIKE;1128299;24/04/2021;Southeast;Virginia;Richmond;40;$672 ;42%;Outlet;Nike TiempoX Lunar Legend VII Pro TF;AH7249-118
NIKE;1128299;24/04/2021;Southeast;Virginia;Richmond;90;$1.523 ;36%;Outlet;Nike Air Max Plus III;CJ9684-001
NIKE;1128299;25/05/2021;Southeast;Virginia;Richmond;175;$2.730 ;40%;Outlet;Nike Zoom 2K;AO0354-108
NIKE;1128299;25/05/2021;Southeast;Virginia;Richmond;105;$1.722 ;41%;Outlet;Nike Zoom Pegasus Turbo 2;AT2863-100
NIKE;1128299;25/05/2021;Southeast;Virginia;Richmond;109;$1.492 ;37%;Outlet;Nike Kawa Shower;832528-001
NIKE;1128299;25/05/2021;Southeast;Virginia;Richmond;85;$1.066 ;38%;Outlet;Nike React Infinity Run Flyknit;CD4371-001
NIKE;1128299;25/05/2021;Southeast;Virginia;Richmond;54;$789 ;43%;Outlet;Air Jordan XXXIII;AQ8830-016
NIKE;1128299;25/05/2021;Southeast;Virginia;Richmond;168;$2.587 ;35%;Outlet;Nike Odyssey React;AO9819-001
NIKE;1128299;24/06/2021;Southeast;Virginia;Richmond;233;$3.190 ;37%;Outlet;Nike Air Max 1 DNA Ch. 1;AR3863-101
NIKE;1128299;24/06/2021;Southeast;Virginia;Richmond;221;$4.077 ;41%;Outlet;Nike Joyride Flyknit AW;CI3706-100
NIKE;1128299;24/06/2021;Southeast;Virginia;Richmond;208;$4.464 ;37%;Outlet;Nike Legend React 2;AT1369-103
NIKE;1128299;24/06/2021;Southeast;Virginia;Richmond;184;$4.602 ;41%;Outlet;Nike Metcon 5;AQ1189-009
NIKE;1128299;24/06/2021;Southeast;Virginia;Richmond;128;$4.004 ;46%;Outlet;LeBron 7;CU5133-600
NIKE;1128299;24/06/2021;Southeast;Virginia;Richmond;231;$7.009 ;37%;Outlet;Nike Air VaporMax 360;CK9670-100
NIKE;1128299;23/07/2021;Southeast;Virginia;Richmond;272;$6.038 ;37%;Outlet;Nike Blazer Low QS Flyleather with at least 50% leather fibre;CI5546-100
NIKE;1128299;23/07/2021;Southeast;Virginia;Richmond;224;$5.107 ;38%;Outlet;Nike SB Dunk High Pro;BQ6826-003
NIKE;1128299;23/07/2021;Southeast;Virginia;Richmond;208;$4.900 ;38%;Outlet;Nike Air Max 90 FlyEase;CU0814-102
NIKE;1128299;23/07/2021;Southeast;Virginia;Richmond;187;$5.105 ;42%;Outlet;Nike Metcon 5 AMP;CD3395-006
NIKE;1128299;23/07/2021;Southeast;Virginia;Richmond;210;$6.502 ;43%;Outlet;Nike M2K Tekno;AV4789-104
NIKE;1128299;23/07/2021;Southeast;Virginia;Richmond;186;$5.033 ;33%;Outlet;Nike React Kenny 55;CJ3312-001
NIKE;1128299;24/08/2021;Southeast;Virginia;Richmond;272;$7.290 ;40%;Outlet;Nike Air VaporMax 2019;AR6631-004
NIKE;1128299;24/08/2021;Southeast;Virginia;Richmond;240;$5.342 ;42%;Outlet;Nike React Element 55;BQ6166-003
NIKE;1128299;24/08/2021;Southeast;Virginia;Richmond;215;$4.216 ;37%;Outlet;Nike Air Force 1 Low Retro;CQ0492-001
NIKE;1128299;24/08/2021;Southeast;Virginia;Richmond;136;$2.758 ;39%;Outlet;NikeCourt Zoom Cage 3;918193-700
NIKE;1128299;24/08/2021;Southeast;Virginia;Richmond;132;$3.029 ;45%;Outlet;Nike Air Max 90 Print;AQ0926-001
NIKE;1128299;24/08/2021;Southeast;Virginia;Richmond;80;$1.496 ;34%;Outlet;Nike Metcon Sport;AQ7489-008
NIKE;1128299;25/09/2021;Southeast;Virginia;Richmond;149;$2.190 ;42%;Outlet;Jordan Mars 270;CD7070-009
NIKE;1128299;25/09/2021;Southeast;Virginia;Richmond;153;$2.566 ;39%;Outlet;Nike Air Zoom Vomero 14;AH7857-009
NIKE;1128299;25/09/2021;Southeast;Virginia;Richmond;78;$1.061 ;40%;Outlet;Nike Air Max 720;CT5229-001
NIKE;1128299;25/09/2021;Southeast;Virginia;Richmond;70;$1.036 ;40%;Outlet;Nike Mercurial Vapor 13 Academy MDS IC;CJ1300-401
NIKE;1128299;25/09/2021;Southeast;Virginia;Richmond;74;$1.356 ;47%;Outlet;Nike Zoom Fly;880848-005
NIKE;1128299;25/09/2021;Southeast;Virginia;Richmond;83;$986 ;36%;Outlet;Nike Zoom Fly 3;AT8240-003
NIKE;1128299;24/10/2021;Southeast;Virginia;Richmond;119;$1.333 ;40%;Outlet;Nike Air Zoom Pegasus 35;942851-002
NIKE;1128299;24/10/2021;Southeast;Virginia;Richmond;173;$2.564 ;38%;Outlet;Nike Air Zoom Pegasus 36 Trail;AR5677-200
NIKE;1128299;24/10/2021;Southeast;Virginia;Richmond;119;$1.949 ;42%;Outlet;KD13 EP;CI9949-001
NIKE;1128299;24/10/2021;Southeast;Virginia;Richmond;101;$1.158 ;37%;Outlet;Nike Phantom Vision Club Dynamic Fit FG;AJ6959-717
NIKE;1128299;24/10/2021;Southeast;Virginia;Richmond;105;$2.073 ;47%;Outlet;Nike Air Monarch IV;415445-102
NIKE;1128299;24/10/2021;Southeast;Virginia;Richmond;109;$1.395 ;32%;Outlet;Zoom Freak 1;BQ5422-200
NIKE;1128299;24/11/2021;Southeast;Virginia;Richmond;173;$2.470 ;42%;Outlet;Nike Mercurial Superfly 7 Academy IC;AT7975-606
NIKE;1128299;24/11/2021;Southeast;Virginia;Richmond;221;$2.780 ;37%;Outlet;Air Jordan 1 Low;553558-125
NIKE;1128299;24/11/2021;Southeast;Virginia;Richmond;143;$1.840 ;39%;Outlet;Nike Air Max 95 Print;AQ0925-002
NIKE;1128299;24/11/2021;Southeast;Virginia;Richmond;144;$2.022 ;39%;Outlet;Nike P-6000;CD6404-800
NIKE;1128299;24/11/2021;Southeast;Virginia;Richmond;136;$3.351 ;44%;Outlet;Nike Mercurial Vapor 13 Elite FG;AQ4176-049
NIKE;1128299;24/11/2021;Southeast;Virginia;Richmond;176;$3.485 ;33%;Outlet;Nike SB Adversary Premium;CT3632-001
NIKE;1128299;23/12/2021;Southeast;Virginia;Richmond;248;$4.861 ;40%;Outlet;Nike Air VaporMax 360;CK2718-003
NIKE;1128299;23/12/2021;Southeast;Virginia;Richmond;225;$4.982 ;41%;Outlet;Nike Air Max 720;AO2924-401
NIKE;1128299;23/12/2021;Southeast;Virginia;Richmond;165;$3.498 ;40%;Outlet;Nike Zoom KD12;AR4229-003
NIKE;1128299;23/12/2021;Southeast;Virginia;Richmond;176;$3.501 ;39%;Outlet;Nike Free X Metcon 2;AQ8306-407
NIKE;1128299;23/12/2021;Southeast;Virginia;Richmond;157;$3.890 ;42%;Outlet;Nike Air Max 90;CD0881-104
NIKE;1128299;23/12/2021;Southeast;Virginia;Richmond;190;$4.323 ;35%;Outlet;Air Jordan 4 Retro SE;CT5342-007
NIKE;1185732;19/01/2021;Southeast;Virginia;Richmond;233;$2.787 ;52%;Outlet;Nike Air Max 95 Essential;CI3705-600
NIKE;1185732;19/01/2021;Southeast;Virginia;Richmond;187;$2.461 ;47%;Outlet;Nike SB Zoom Stefan Janoski Canvas RM Premium;AQ7878-003
NIKE;1185732;19/01/2021;Southeast;Virginia;Richmond;176;$1.014 ;32%;Outlet;Nike Phantom Venom Academy IC;AO0570-810
NIKE;1185732;19/01/2021;Southeast;Virginia;Richmond;136;$1.200 ;42%;Outlet;Nike Air Max 270 React;CT5528-001
NIKE;1185732;19/01/2021;Southeast;Virginia;Richmond;140;$1.890 ;45%;Outlet;Nike Zoom Rival Fly;CD7288-001
NIKE;1185732;19/01/2021;Southeast;Virginia;Richmond;193;$2.799 ;58%;Outlet;Nike Mercurial Superfly 7 Academy MDS TF;BQ5435-703
NIKE;1185732;17/02/2021;Southeast;Virginia;Richmond;256;$3.661 ;55%;Outlet;Nike Pegasus 36 FlyEase (Extra Wide);BV0612-001
NIKE;1185732;17/02/2021;Southeast;Virginia;Richmond;153;$1.859 ;45%;Outlet;Nike ISPA Air Max 720;CD2182-001
NIKE;1185732;17/02/2021;Southeast;Virginia;Richmond;170;$1.040 ;36%;Outlet;Air Jordan OG;133000-106
NIKE;1185732;11/02/2021;West;Utah;Salt Lake City;93;$625 ;42%;Outlet;Nike Air Max 270 React ENG;CJ0579-400
NIKE;1185732;11/02/2021;West;Utah;Salt Lake City;120;$1.411 ;42%;Outlet;Nike Epic Phantom React Flyknit;BV0417-401
NIKE;1185732;11/02/2021;West;Utah;Salt Lake City;149;$1.475 ;55%;Outlet;Nike Air Zoom Pegasus 36;AQ2203-003
NIKE;1185732;10/03/2021;West;Utah;Salt Lake City;228;$1.961 ;43%;Outlet;Jordan Aerospace 720;BV5502-600
NIKE;1185732;10/03/2021;West;Utah;Salt Lake City;105;$924 ;40%;Outlet;Nike Air Max Plus III;CD7005-001
NIKE;1185732;10/03/2021;West;Utah;Salt Lake City;140;$874 ;39%;Outlet;Jordan Hydro 8;CD2803-001
NIKE;1185732;10/03/2021;West;Utah;Salt Lake City;75;$630 ;42%;Outlet;Nike x Undercover React;CJ6971-001
NIKE;1185732;10/03/2021;West;Utah;Salt Lake City;90;$1.008 ;40%;Outlet;Nike Air Max 90/1;AJ7695-100
NIKE;1185732;10/03/2021;West;Utah;Salt Lake City;140;$1.676 ;57%;Outlet;Nike Air Max 98;640744-016
NIKE;1185732;11/04/2021;West;Utah;Salt Lake City;194;$1.785 ;46%;Outlet;Nike Air Max 200;AQ2568-100
NIKE;1185732;11/04/2021;West;Utah;Salt Lake City;111;$821 ;37%;Outlet;Nike Air Max 90;CT2007-100
NIKE;1185732;11/04/2021;West;Utah;Salt Lake City;107;$439 ;41%;Outlet;Nike Air Max 270 React;CI3866-100
NIKE;1185732;11/04/2021;West;Utah;Salt Lake City;75;$473 ;45%;Outlet;Nike Air Max 1 Premium;CU8861-460
NIKE;1185732;11/04/2021;West;Utah;Salt Lake City;88;$824 ;39%;Outlet;Nike Tiempo Legend 8 Club MG;AT6107-606
NIKE;1185732;11/04/2021;West;Utah;Salt Lake City;136;$1.414 ;52%;Outlet;Nike Air Zoom Terra Kiger 6;CJ0219-400
NIKE;1185732;12/05/2021;West;Utah;Salt Lake City;228;$2.647 ;43%;Outlet;Nike Air Max 97 Utility;BQ5615-002
NIKE;1185732;12/05/2021;West;Utah;Salt Lake City;128;$1.183 ;42%;Outlet;Jordan Jumpman 2020 PF;BQ3448-400
NIKE;1185732;12/05/2021;West;Utah;Salt Lake City;109;$787 ;38%;Outlet;Nike ACG React Terra Gobe;BV6344-001
NIKE;1185732;12/05/2021;West;Utah;Salt Lake City;94;$768 ;43%;Outlet;Nike Air Max 90 SP;CQ6639-001
NIKE;1185732;12/05/2021;West;Utah;Salt Lake City;90;$1.096 ;42%;Outlet;Nike Air Force 1 '07 Essential;AO2132-401
NIKE;1185732;12/05/2021;West;Utah;Salt Lake City;128;$2.335 ;57%;Outlet;Nike Joyride Dual Run;CD4363-103
NIKE;1185732;11/06/2021;West;Utah;Salt Lake City;208;$1.878 ;43%;Outlet;Jordan Proto-React Z;CI3794-600
NIKE;1185732;11/06/2021;West;Utah;Salt Lake City;132;$950 ;40%;Outlet;Nike Air Max 270 React LX;CK4126-001
NIKE;1185732;11/06/2021;West;Utah;Salt Lake City;128;$616 ;37%;Outlet;Nike AF-1 Shadow SE;CQ3317-001
NIKE;1185732;11/06/2021;West;Utah;Salt Lake City;132;$738 ;43%;Outlet;NikeCourt Air Zoom Vapor X;AA8030-108
NIKE;1185732;11/06/2021;West;Utah;Salt Lake City;132;$1.172 ;37%;Outlet;Nike Bella Kai;AO3622-006
NIKE;1185732;11/06/2021;West;Utah;Salt Lake City;190;$3.283 ;54%;Outlet;Nike Mercurial Vapor 13 Club Neymar Jr. MG;AT7967-104
